ts,alarm,is_on,health_smooth,health_band,xgb_pre_alarm_prob,combined_alert,if_raw_score
2021-05-01 14:05:00+00:00,0,0,67.1,degrading,0.06547622382640839,0,-0.1046291197179473
2021-05-01 14:10:00+00:00,0,0,67.07,degrading,0.06547622382640839,0,-0.10475644262948103
2021-05-01 14:15:00+00:00,0,0,67.04,degrading,0.05011478811502457,0,-0.10475644262948103
2021-05-01 14:20:00+00:00,0,0,67.01,degrading,0.05011478811502457,0,-0.10475644262948103
2021-05-01 14:25:00+00:00,0,0,66.99,degrading,0.05011478811502457,0,-0.10488379425923289
2021-05-01 14:30:00+00:00,0,0,66.96,degrading,0.05011478811502457,0,-0.10488379425923289
2021-05-01 14:35:00+00:00,0,0,66.94,degrading,0.05011478811502457,0,-0.10488379425923289
2021-05-01 14:40:00+00:00,0,0,66.91,degrading,0.05011478811502457,0,-0.1048460631375362
2021-05-01 14:45:00+00:00,0,0,66.89,degrading,0.04733426496386528,0,-0.1048460631375362
2021-05-01 14:50:00+00:00,0,0,66.87,degrading,0.04733426496386528,0,-0.10514250433176264
2021-05-01 14:55:00+00:00,0,0,66.85,degrading,0.04733426496386528,0,-0.10514250433176264
2021-05-01 15:00:00+00:00,0,0,66.82,degrading,0.04733426496386528,0,-0.10514250433176264
2021-05-01 15:05:00+00:00,0,0,66.8,degrading,0.04733426496386528,0,-0.10514250433176264
2021-05-01 15:10:00+00:00,0,0,66.78,degrading,0.04733426496386528,0,-0.10526994303935489
2021-05-01 15:15:00+00:00,0,0,66.76,degrading,0.04733426496386528,0,-0.10526994303935489
2021-05-01 15:20:00+00:00,0,0,66.74,degrading,0.04733426496386528,0,-0.10525146067996582
2021-05-01 15:25:00+00:00,0,0,66.73,degrading,0.04733426496386528,0,-0.10497020094486265
2021-05-01 15:30:00+00:00,0,0,66.72,degrading,0.04733426496386528,0,-0.10509368046783318
2021-05-01 15:35:00+00:00,0,0,66.71,degrading,0.04733426496386528,0,-0.10509368046783318
2021-05-01 15:40:00+00:00,0,0,66.69,degrading,0.04733426496386528,0,-0.10509368046783318
2021-05-01 15:45:00+00:00,0,0,66.68,degrading,0.04733426496386528,0,-0.10534856460001452
2021-05-01 15:50:00+00:00,0,0,66.66,degrading,0.04733426496386528,0,-0.10534856460001452
2021-05-01 15:55:00+00:00,0,0,66.65,degrading,0.04733426496386528,0,-0.10534856460001452
2021-05-01 16:00:00+00:00,0,0,66.63,degrading,0.04733426496386528,0,-0.10534856460001452
2021-05-01 16:05:00+00:00,0,0,66.6,degrading,0.04733426496386528,0,-0.10658581408939172
2021-05-01 16:10:00+00:00,0,0,66.57,degrading,0.04733426496386528,0,-0.10645807864848011
2021-05-01 16:15:00+00:00,0,0,66.54,degrading,0.04733426496386528,0,-0.10645807864848011
2021-05-01 16:20:00+00:00,0,0,66.49,degrading,0.04733426496386528,0,-0.10723702947800018
2021-05-01 16:25:00+00:00,0,0,66.46,degrading,0.04733426496386528,0,-0.10710914718584197
2021-05-01 16:30:00+00:00,0,0,66.42,degrading,0.04733426496386528,0,-0.10710914718584197
2021-05-01 16:35:00+00:00,0,0,66.39,degrading,0.04733426496386528,0,-0.10710914718584197
2021-05-01 16:40:00+00:00,0,0,66.36,degrading,0.04733426496386528,0,-0.10716309214784003
2021-05-01 16:45:00+00:00,0,0,66.33,degrading,0.04733426496386528,0,-0.10716309214784003
2021-05-01 16:50:00+00:00,0,0,66.3,degrading,0.04733426496386528,0,-0.10703522652879693
2021-05-01 16:55:00+00:00,0,0,66.28,degrading,0.04733426496386528,0,-0.10677958178658176
2021-05-01 17:00:00+00:00,0,0,66.26,degrading,0.04733426496386528,0,-0.10677958178658176
2021-05-01 17:05:00+00:00,0,0,66.25,degrading,0.04733426496386528,0,-0.10677958178658176
2021-05-01 17:10:00+00:00,0,0,66.24,degrading,0.04733426496386528,0,-0.10659790633102906
2021-05-01 17:15:00+00:00,0,0,66.22,degrading,0.04733426496386528,0,-0.10659790633102906
2021-05-01 17:20:00+00:00,0,0,66.21,degrading,0.04733426496386528,0,-0.10659790633102906
2021-05-01 17:25:00+00:00,0,0,66.2,degrading,0.04733426496386528,0,-0.10659790633102906
2021-05-01 17:30:00+00:00,0,0,66.2,degrading,0.04733426496386528,0,-0.10636592040185278
2021-05-01 17:35:00+00:00,0,0,66.2,degrading,0.04733426496386528,0,-0.10611057748713904
2021-05-01 17:40:00+00:00,0,0,66.2,degrading,0.04733426496386528,0,-0.10611057748713904
2021-05-01 17:45:00+00:00,0,0,66.2,degrading,0.04733426496386528,0,-0.10636592040185278
2021-05-01 17:50:00+00:00,0,0,66.19,degrading,0.04733426496386528,0,-0.10636592040185278
2021-05-01 17:55:00+00:00,0,0,66.19,degrading,0.04733426496386528,0,-0.10636592040185278
2021-05-01 18:00:00+00:00,0,0,66.18,degrading,0.04733426496386528,0,-0.10636592040185278
2021-05-01 18:05:00+00:00,0,0,66.19,degrading,0.04733426496386528,0,-0.10604222429118859
2021-05-01 18:10:00+00:00,0,0,66.19,degrading,0.04733426496386528,0,-0.10616986593440125
2021-05-01 18:15:00+00:00,0,0,66.19,degrading,0.04733426496386528,0,-0.10616986593440125
2021-05-01 18:20:00+00:00,0,0,66.19,degrading,0.04733426496386528,0,-0.10616986593440125
2021-05-01 18:25:00+00:00,0,0,66.19,degrading,0.04733426496386528,0,-0.10616986593440125
2021-05-01 18:30:00+00:00,0,0,66.19,degrading,0.04733426496386528,0,-0.10629753636772321
2021-05-01 18:35:00+00:00,0,0,66.19,degrading,0.04733426496386528,0,-0.10612812138987715
2021-05-01 18:40:00+00:00,0,0,66.19,degrading,0.04733426496386528,0,-0.10612812138987715
2021-05-01 18:45:00+00:00,0,0,66.19,degrading,0.04733426496386528,0,-0.10612812138987715
2021-05-01 18:50:00+00:00,0,0,66.19,degrading,0.04733426496386528,0,-0.10600048916019877
2021-05-01 18:55:00+00:00,0,0,66.2,degrading,0.04733426496386528,0,-0.10600048916019877
2021-05-01 19:00:00+00:00,0,0,66.2,degrading,0.04733426496386528,0,-0.10600048916019877
2021-05-01 19:05:00+00:00,0,0,66.2,degrading,0.04733426496386528,0,-0.10600048916019877
2021-05-01 19:10:00+00:00,0,0,66.21,degrading,0.04733426496386528,0,-0.10600048916019877
2021-05-01 19:15:00+00:00,0,0,66.21,degrading,0.04733426496386528,0,-0.10600048916019877
2021-05-01 19:20:00+00:00,0,0,66.21,degrading,0.04733426496386528,0,-0.10600048916019877
